alder,utdanning,erfaring,jobb,sted,fag,kolleger,lønn,bonus,fornøyd
36-40,3,14,"in-house, privat sektor",Oslo,ledelse/administrativt,1.000 - 10.000,890000,Nei,Nei
31-35,0,4,"in-house, privat sektor",Nordland,ledelse/administrativt,10 - 50,890000,Ja,Ja
36-40,8,10,konsulent,Møre og Romsdal,data science,10 - 50,890000,Nei,Ja
41-45,6,15,konsulent,Viken,frontend,10 - 50,890000,Nei,Nei
26-30,5,3,konsulent,Oslo,fullstack,100 - 500,890000,Ja,Ja
46-50,3,19,"in-house, offentlig/kommunal sektor",Oslo,backend,100 - 500,890000,Nei,Nei
31-35,5,5,konsulent,Oslo,fullstack,50 - 100,890000,Ja,Ja
36-40,3,10,"in-house, privat sektor",Rogaland,ledelse/administrativt,500 - 1.000,890000,Nei,Ja
36-40,6,19,"in-house, privat sektor",Oslo,arkitektur,1.000 - 10.000,891000,Nei,Nei
41-45,5,18,"in-house, privat sektor",Viken,automatisering,500 - 1.000,892000,Nei,Nei
26-30,3,6,konsulent,Rogaland,frontend,1.000 - 10.000,895000,Ja,Ja
46-50,9,20,"in-house, privat sektor",Vestland,fullstack,10 - 50,895400,Nei,Nei
21-25,2,5,konsulent,Trøndelag,devops,1.000 - 10.000,900000,Ja,Ja
21-25,3,5,"in-house, privat sektor",Oslo,frontend,1.000 - 10.000,900000,Ja,Ja
26-30,5,1,"in-house, privat sektor",Oslo,backend,1.000 - 10.000,900000,Ja,Ja
31-35,4,15,"in-house, privat sektor",Trøndelag,arkitektur,1.000 - 10.000,900000,Ja,Ja
31-35,5,5,konsulent,Oslo,arkitektur,1.000 - 10.000,900000,Nei,Nei
31-35,3,4,konsulent,Oslo,devops,1.000 - 10.000,900000,Ja,Nei
31-35,5,7,"in-house, privat sektor",utlandet,ledelse/administrativt,1.000 - 10.000,900000,Ja,Ja
31-35,1,5,"in-house, privat sektor",Oslo,programvare,1.000 - 10.000,900000,Nei,Ja
36-40,5,12,"in-house, privat sektor",Oslo,arkitektur,1.000 - 10.000,900000,Nei,Nei
36-40,5,10,konsulent,Trøndelag,fullstack,1.000 - 10.000,900000,Ja,Nei
36-40,5,10,konsulent,Viken,fullstack,1.000 - 10.000,900000,Ja,Nei
36-40,3,10,"in-house, privat sektor",Viken,ledelse/administrativt,1.000 - 10.000,900000,Nei,Ja
41-45,3,18,konsulent,Oslo,programvare,1.000 - 10.000,900000,Ja,Nei
41-45,1,15,konsulent,Trøndelag,UX / design,1.000 - 10.000,900000,Ja,Ja
46-50,3,17,"in-house, offentlig/kommunal sektor",Oslo,backend,1.000 - 10.000,900000,Nei,Ja
26-30,3,4,"in-house, privat sektor",Oslo,frontend,10 - 50,900000,Nei,Ja
26-30,5,4,konsulent,Oslo,fullstack,10 - 50,900000,Ja,Ja
26-30,5,5,"in-house, privat sektor",Oslo,fullstack,10 - 50,900000,Nei,Ja
31-35,3,9,konsulent,Oslo,app,10 - 50,900000,Ja,Ja
31-35,5,4,konsulent,Oslo,fullstack,10 - 50,900000,Ja,Ja
31-35,5,3,"in-house, privat sektor",Trøndelag,ledelse/administrativt,10 - 50,900000,Nei,Ja
31-35,0,6,"in-house, privat sektor",Vestfold og Telemark,ledelse/administrativt,10 - 50,900000,Nei,Nei
31-35,5,6,konsulent,Vestland,UX / design,10 - 50,900000,Ja,Ja
36-40,3,11,"in-house, privat sektor",Oslo,backend,10 - 50,900000,Nei,Nei
36-40,3,14,"in-house, privat sektor",Vestfold og Telemark,fullstack,10 - 50,900000,Nei,Nei
36-40,0,2,"in-house, privat sektor",Vestfold og Telemark,fullstack,10 - 50,900000,Nei,Ja
36-40,8,13,"in-house, privat sektor",Oslo,fullstack,10 - 50,900000,Ja,Ja
36-40,,5,"in-house, privat sektor",Oslo,programvare,10 - 50,900000,Nei,Ja
36-40,3,16,"in-house, privat sektor",Vestfold og Telemark,programvare,10 - 50,900000,Nei,Ja
41-45,3,6,"in-house, privat sektor",Oslo,fullstack,10 - 50,900000,Nei,Ja
51-55,,27,"in-house, privat sektor",Oslo,automatisering,10 - 50,900000,Nei,Ja
51-55,5,22,"in-house, privat sektor",Oslo,backend,10 - 50,900000,Ja,Ja
26-30,3,5,konsulent,Oslo,backend,100 - 500,900000,Nei,Ja
26-30,5,4,konsulent,Oslo,backend,100 - 500,900000,Ja,Nei
26-30,5,6,konsulent,Oslo,backend,100 - 500,900000,Nei,Ja
26-30,5,4,konsulent,Rogaland,embedded/IOT/maskinvare,100 - 500,900000,Nei,Ja
26-30,4,4,konsulent,Oslo,frontend,100 - 500,900000,Nei,Ja
31-35,5,11,"in-house, privat sektor",Rogaland,fullstack,100 - 500,900000,Nei,Nei
36-40,4,10,konsulent,Oslo,backend,100 - 500,900000,Ja,Nei
36-40,1,11,"in-house, privat sektor",Oslo,backend,100 - 500,900000,Nei,Ja
36-40,7,7,konsulent,Oslo,data science,100 - 500,900000,Ja,Ja
36-40,5,20,konsulent,Oslo,frontend,100 - 500,900000,Nei,Nei
36-40,3,15,"in-house, privat sektor",Vestland,fullstack,100 - 500,900000,Ja,Ja
36-40,3,15,"in-house, privat sektor",Vestland,fullstack,100 - 500,900000,Nei,Ja
36-40,3,10,"in-house, privat sektor",Rogaland,ledelse/administrativt,100 - 500,900000,Nei,Ja
36-40,5,14,"in-house, offentlig/kommunal sektor",Oslo,programvare,100 - 500,900000,Nei,Nei
41-45,3,12,"in-house, offentlig/kommunal sektor",Oslo,sikkerhet,100 - 500,900000,Nei,Ja
41-45,3,6,"in-house, privat sektor",Oslo,UX / design,100 - 500,900000,Nei,Ja
46-50,3,21,"in-house, privat sektor",Vestland,backend,100 - 500,900000,Ja,Nei
46-50,3,24,"in-house, privat sektor",Vestfold og Telemark,databaser,100 - 500,900000,Nei,Ja
51-55,,26,"in-house, privat sektor",Oslo,arkitektur,100 - 500,900000,Nei,Ja
26-30,3,6,konsulent,Trøndelag,frontend,50 - 100,900000,Ja,Ja
26-30,0,8,"in-house, privat sektor",Oslo,sikkerhet,50 - 100,900000,Ja,Ja
31-35,3,10,"in-house, privat sektor",Oslo,arkitektur,50 - 100,900000,Nei,Ja
31-35,5,7,konsulent,Oslo,backend,50 - 100,900000,Nei,Ja
31-35,5,6,konsulent,Trøndelag,frontend,50 - 100,900000,Ja,Ja
31-35,6,10,"in-house, privat sektor",Troms og Finnmark,fullstack,50 - 100,900000,Ja,Ja
36-40,10,8,"in-house, privat sektor",Troms og Finnmark,data science,50 - 100,900000,Nei,Nei
36-40,3,15,"in-house, privat sektor",Oslo,fullstack,50 - 100,900000,Nei,Nei
41-45,5,19,"in-house, privat sektor",Trøndelag,app,50 - 100,900000,Nei,Nei
26-30,4,4,"in-house, privat sektor",Oslo,app,500 - 1.000,900000,Ja,Ja
26-30,5,5,konsulent,Oslo,backend,500 - 1.000,900000,Ja,Ja
31-35,4,7,"in-house, privat sektor",Oslo,frontend,500 - 1.000,900000,Ja,Nei
31-35,2,10,"in-house, privat sektor",Rogaland,fullstack,500 - 1.000,900000,Nei,Nei
36-40,0,11,konsulent,Oslo,data science,500 - 1.000,900000,Nei,Ja
46-50,0,27,"in-house, privat sektor",Oslo,frontend,500 - 1.000,900000,Nei,Ja
26-30,9,2,"in-house, privat sektor",Vestland,ingen av disse,over 10.000,900000,Ja,Ja
31-35,5,8,konsulent,Oslo,backend,over 10.000,900000,Nei,Ja
31-35,3,7,"in-house, offentlig/kommunal sektor",Oslo,ledelse/administrativt,over 10.000,900000,Nei,Ja
36-40,6,6,"in-house, privat sektor",Oslo,embedded/IOT/maskinvare,over 10.000,900000,Ja,Ja
41-45,6,16,"in-house, offentlig/kommunal sektor",Vestland,fullstack,over 10.000,900000,Nei,Nei
26-30,4,5,"in-house, privat sektor",Vestland,frontend,under 10,900000,Ja,Ja
31-35,5,5,konsulent,Oslo,frontend,under 10,900000,Nei,Ja
31-35,3,13,"in-house, privat sektor",Vestland,fullstack,under 10,900000,Nei,Ja
36-40,4,20,frilans / selvstendig næringsdrivende,Vestland,ingen av disse,under 10,900000,Ja,Ja
46-50,5,23,"in-house, privat sektor",Vestland,fullstack,10 - 50,901000,Ja,Nei
46-50,3,12,"in-house, offentlig/kommunal sektor",Oslo,backend,50 - 100,905000,Ja,Ja
26-30,0,5,"in-house, privat sektor",Oslo,frontend,500 - 1.000,905000,Nei,Ja
26-30,0,7,"in-house, privat sektor",Nordland,backend,10 - 50,906000,Nei,Ja
26-30,5,6,"in-house, offentlig/kommunal sektor",Oslo,backend,1.000 - 10.000,910000,Nei,Ja
31-35,,5,konsulent,Oslo,fullstack,10 - 50,910000,Ja,Ja
31-35,6,12,"in-house, offentlig/kommunal sektor",Vestfold og Telemark,fullstack,10 - 50,910000,Nei,Ja
36-40,5,11,"in-house, privat sektor",Oslo,fullstack,10 - 50,910000,Nei,Ja
41-45,3,16,konsulent,Oslo,arkitektur,10 - 50,910000,Ja,Ja
26-30,7,9,"in-house, privat sektor",Oslo,automatisering,100 - 500,910000,Nei,Ja
36-40,,12,"in-house, privat sektor",Oslo,ledelse/administrativt,50 - 100,910000,Nei,Ja
41-45,3,15,"in-house, privat sektor",Møre og Romsdal,fullstack,over 10.000,910000,Ja,Ja
36-40,3,4,konsulent,Vestland,testing,10 - 50,910602,Ja,Ja
41-45,2,23,"in-house, privat sektor",Oslo,data science,100 - 500,911000,Nei,Ja
31-35,5,5,konsulent,Oslo,backend,100 - 500,915000,Ja,Ja
31-35,4,11,"in-house, privat sektor",Innlandet,backend,100 - 500,915000,Nei,Ja
31-35,3,12,"in-house, privat sektor",Trøndelag,UX / design,100 - 500,915000,Ja,Nei
51-55,3,27,"in-house, privat sektor",Rogaland,backend,100 - 500,915000,Nei,Ja
36-40,3,10,"in-house, offentlig/kommunal sektor",Oslo,backend,1.000 - 10.000,920000,Nei,Ja
26-30,5,3,"in-house, privat sektor",Oslo,devops,10 - 50,920000,Nei,Ja
31-35,2,8,"in-house, privat sektor",Oslo,fullstack,10 - 50,920000,Nei,Ja
41-45,0,8,konsulent,Oslo,fullstack,10 - 50,920000,Nei,Ja
51-55,,24,"in-house, privat sektor",Oslo,backend,10 - 50,920000,Nei,Ja
26-30,5,5,konsulent,Oslo,backend,100 - 500,920000,Nei,Nei
26-30,3,5,konsulent,Rogaland,fullstack,100 - 500,920000,Nei,Ja
31-35,9,7,konsulent,Oslo,fullstack,100 - 500,920000,Nei,Ja
41-45,3,15,"in-house, privat sektor",Oslo,data science,100 - 500,920000,Nei,Ja
26-30,5,5,konsulent,Oslo,fullstack,500 - 1.000,920000,Nei,Ja
26-30,5,6,konsulent,Oslo,fullstack,500 - 1.000,920000,Nei,Nei
31-35,0,5,konsulent,Oslo,fullstack,500 - 1.000,920000,Nei,Ja
41-45,2,22,"in-house, privat sektor",Vestfold og Telemark,automatisering,over 10.000,920000,Nei,Ja
41-45,6,16,"in-house, privat sektor",Vestland,arkitektur,1.000 - 10.000,924000,Nei,Ja
51-55,5,27,"in-house, privat sektor",Innlandet,fullstack,100 - 500,924000,Nei,Nei
46-50,5,15,"in-house, offentlig/kommunal sektor",Innlandet,fullstack,10 - 50,925000,Nei,Ja
31-35,5,13,konsulent,Oslo,frontend,over 10.000,925000,Ja,Ja
36-40,5,13,konsulent,Rogaland,databaser,over 10.000,925000,Ja,Ja
31-35,2,11,"in-house, privat sektor",Rogaland,fullstack,under 10,925000,Nei,Ja
36-40,5,15,"in-house, privat sektor",Møre og Romsdal,fullstack,100 - 500,926000,Nei,Ja
36-40,3,5,"in-house, privat sektor",Oslo,fullstack,1.000 - 10.000,930000,Nei,Nei
41-45,8,15,"in-house, offentlig/kommunal sektor",Trøndelag,arkitektur,1.000 - 10.000,930000,Nei,Ja
46-50,6,16,"in-house, privat sektor",Oslo,backend,10 - 50,930000,Nei,Nei
56-60,2,35,"in-house, privat sektor",Agder,ledelse/administrativt,10 - 50,930000,Nei,Ja
26-30,3,5,"in-house, privat sektor",Vestfold og Telemark,backend,100 - 500,930000,Nei,Ja
31-35,5,9,konsulent,Oslo,backend,100 - 500,930000,Nei,Ja
31-35,5,10,"in-house, offentlig/kommunal sektor",Rogaland,devops,100 - 500,930000,Nei,Ja
31-35,5,7,konsulent,Oslo,frontend,100 - 500,930000,Ja,Nei
36-40,3,16,"in-house, privat sektor",Oslo,fullstack,100 - 500,930000,Nei,Ja
36-40,3,19,"in-house, privat sektor",Oslo,fullstack,100 - 500,930000,Nei,Ja
36-40,4,15,konsulent,Oslo,UX / design,100 - 500,930000,Nei,Ja
26-30,5,7,konsulent,Oslo,devops,500 - 1.000,930000,Nei,Ja
41-45,5,15,"in-house, offentlig/kommunal sektor",Oslo,UX / design,500 - 1.000,930000,Nei,Ja
31-35,3,7,"in-house, privat sektor",Oslo,frontend,100 - 500,935000,Ja,Ja
36-40,3,11,"in-house, privat sektor",Oslo,backend,100 - 500,935000,Nei,Ja
36-40,3,10,"in-house, offentlig/kommunal sektor",Agder,fullstack,over 10.000,935300,Nei,Ja
31-35,5,6,konsulent,Oslo,fullstack,100 - 500,936000,Nei,Ja
41-45,4,22,"in-house, privat sektor",Rogaland,arkitektur,under 10,936000,Nei,Ja
46-50,3,12,"in-house, privat sektor",Oslo,fullstack,100 - 500,937000,Nei,Nei
46-50,3,18,"in-house, privat sektor",Oslo,fullstack,100 - 500,937000,Nei,Nei
31-35,,10,konsulent,Viken,backend,500 - 1.000,939000,Ja,Nei
36-40,4,16,"in-house, privat sektor",Viken,ledelse/administrativt,1.000 - 10.000,940000,Nei,Nei
41-45,3,24,"in-house, privat sektor",Agder,sikkerhet,1.000 - 10.000,940000,Nei,Nei
31-35,5,5,konsulent,Oslo,frontend,10 - 50,940000,Nei,Ja
21-25,1,7,"in-house, privat sektor",utlandet,devops,100 - 500,940000,Nei,Ja
26-30,3,5,"in-house, privat sektor",Oslo,data science,100 - 500,940000,Nei,Ja
41-45,3,17,"in-house, privat sektor",Vestland,sikkerhet,500 - 1.000,940000,Ja,Ja
46-50,5,17,"in-house, privat sektor",Oslo,ledelse/administrativt,10 - 50,945000,Ja,Nei
36-40,5,14,"in-house, privat sektor",Oslo,fullstack,50 - 100,945000,Nei,Nei
26-30,2,7,"in-house, privat sektor",Vestland,ledelse/administrativt,under 10,947000,Nei,Ja
31-35,0,13,"in-house, privat sektor",Rogaland,sikkerhet,1.000 - 10.000,950000,Ja,Ja
36-40,,10,"in-house, privat sektor",Oslo,backend,1.000 - 10.000,950000,Ja,Nei
36-40,0,15,"in-house, privat sektor",Rogaland,sikkerhet,1.000 - 10.000,950000,Nei,Nei
41-45,3,17,konsulent,Oslo,frontend,1.000 - 10.000,950000,Nei,Ja
41-45,3,13,"in-house, privat sektor",Møre og Romsdal,ingen av disse,1.000 - 10.000,950000,Ja,Ja
26-30,5,3,konsulent,Oslo,fullstack,10 - 50,950000,Nei,Ja
31-35,0,4,"in-house, privat sektor",Trøndelag,automatisering,10 - 50,950000,Nei,Ja
31-35,4,7,konsulent,Vestland,backend,10 - 50,950000,Nei,Ja
31-35,3,9,"in-house, privat sektor",Vestfold og Telemark,frontend,10 - 50,950000,Nei,Ja
31-35,5,8,"in-house, privat sektor",Oslo,fullstack,10 - 50,950000,Nei,Ja
31-35,3,7,"in-house, privat sektor",Oslo,fullstack,10 - 50,950000,Nei,Ja
31-35,0,14,"in-house, privat sektor",Vestland,ledelse/administrativt,10 - 50,950000,Nei,Ja
31-35,2,8,konsulent,Oslo,sikkerhet,10 - 50,950000,Ja,Ja
36-40,0,5,"in-house, privat sektor",Rogaland,frontend,10 - 50,950000,Nei,Ja
36-40,2,10,"in-house, privat sektor",Agder,ledelse/administrativt,10 - 50,950000,Nei,Nei
46-50,5,25,"in-house, privat sektor",Rogaland,fullstack,10 - 50,950000,Nei,Ja
61-65,6,37,"in-house, privat sektor",Nordland,arkitektur,10 - 50,950000,Nei,Ja
26-30,5,4,konsulent,Oslo,arkitektur,100 - 500,950000,Ja,Nei
26-30,3,6,konsulent,Agder,backend,100 - 500,950000,Nei,Ja
26-30,4,6,"in-house, privat sektor",Oslo,devops,100 - 500,950000,Ja,Ja
26-30,5,5,konsulent,Oslo,devops,100 - 500,950000,Nei,Ja
26-30,5,3,konsulent,Oslo,frontend,100 - 500,950000,Ja,Ja
26-30,5,5,konsulent,Oslo,fullstack,100 - 500,950000,Nei,Ja
31-35,3,10,"in-house, privat sektor",Viken,backend,100 - 500,950000,Ja,Ja
31-35,3,5,konsulent,Vestland,fullstack,100 - 500,950000,Ja,Ja
36-40,5,11,"in-house, privat sektor",Oslo,app,100 - 500,950000,Nei,Ja
36-40,,12,konsulent,Oslo,frontend,100 - 500,950000,Nei,Nei
36-40,3,9,konsulent,Oslo,ledelse/administrativt,100 - 500,950000,Nei,Nei
36-40,7,10,"in-house, privat sektor",Oslo,UX / design,100 - 500,950000,Nei,Ja
41-45,8,23,"in-house, privat sektor",Vestfold og Telemark,backend,100 - 500,950000,Nei,Ja
46-50,5,15,"in-house, offentlig/kommunal sektor",Oslo,ledelse/administrativt,100 - 500,950000,Nei,Ja
51-55,5,21,"in-house, privat sektor",Vestfold og Telemark,backend,100 - 500,950000,Ja,Ja
21-25,3,4,konsulent,Vestland,fullstack,50 - 100,950000,Nei,Ja
26-30,5,4,"in-house, privat sektor",Vestland,fullstack,50 - 100,950000,Nei,Nei
31-35,3,8,konsulent,Oslo,app,50 - 100,950000,Nei,Ja
31-35,3,12,konsulent,Viken,fullstack,50 - 100,950000,Nei,Ja
36-40,0,12,konsulent,Trøndelag,backend,50 - 100,950000,Ja,Ja
36-40,3,17,"in-house, privat sektor",Rogaland,backend,50 - 100,950000,Nei,Ja
46-50,5,25,"in-house, privat sektor",Agder,backend,50 - 100,950000,Nei,Ja
46-50,3,24,"in-house, privat sektor",Oslo,fullstack,50 - 100,950000,Ja,Nei
26-30,5,4,"in-house, privat sektor",Oslo,data science,500 - 1.000,950000,Nei,Ja
26-30,4,6,"in-house, privat sektor",Oslo,frontend,500 - 1.000,950000,Ja,Ja
31-35,5,8,"in-house, privat sektor",Oslo,arkitektur,500 - 1.000,950000,Nei,Ja
31-35,5,6,"in-house, offentlig/kommunal sektor",Rogaland,backend,500 - 1.000,950000,Nei,Ja
31-35,3,7,konsulent,Oslo,fullstack,500 - 1.000,950000,Ja,Ja
36-40,3,17,"in-house, offentlig/kommunal sektor",Oslo,frontend,500 - 1.000,950000,Nei,Ja
36-40,5,10,konsulent,Oslo,ledelse/administrativt,500 - 1.000,950000,Ja,Ja
36-40,3,10,"in-house, privat sektor",Oslo,UX / design,500 - 1.000,950000,Nei,Ja
41-45,4,6,"in-house, privat sektor",Innlandet,backend,500 - 1.000,950000,Ja,Ja
46-50,3,26,"in-house, privat sektor",Trøndelag,backend,500 - 1.000,950000,Nei,Ja
61-65,4,45,"in-house, privat sektor",Vestland,backend,500 - 1.000,950000,Nei,Ja
26-30,3,3,"in-house, privat sektor",Oslo,backend,over 10.000,950000,Ja,Ja
26-30,5,2,"in-house, privat sektor",Oslo,backend,over 10.000,950000,Ja,Ja
26-30,5,6,konsulent,Oslo,ledelse/administrativt,over 10.000,950000,Ja,Ja
36-40,5,11,konsulent,Rogaland,fullstack,over 10.000,950000,Ja,Ja
56-60,3,35,"in-house, privat sektor",Troms og Finnmark,data science,over 10.000,950000,Nei,Nei
31-35,5,6,konsulent,Trøndelag,backend,under 10,950000,Ja,Ja
36-40,0,10,"in-house, privat sektor",Oslo,frontend,under 10,950000,Ja,Ja
36-40,2,20,"in-house, privat sektor",Trøndelag,ingen av disse,under 10,950000,Nei,Nei
46-50,4,25,frilans / selvstendig næringsdrivende,Viken,fullstack,under 10,950000,Nei,Ja
26-30,5,5,konsulent,Oslo,frontend,100 - 500,953000,Nei,Ja
36-40,3,10,konsulent,Trøndelag,frontend,50 - 100,954000,Nei,Ja
31-35,3,4,"in-house, privat sektor",Oslo,fullstack,10 - 50,955000,Nei,Ja
36-40,4,14,"in-house, offentlig/kommunal sektor",Oslo,backend,500 - 1.000,955000,Nei,Ja
36-40,5,10,"in-house, privat sektor",Oslo,fullstack,10 - 50,956000,Nei,Ja
31-35,3,12,konsulent,Oslo,backend,10 - 50,960000,Ja,Ja
36-40,5,15,"in-house, privat sektor",Trøndelag,backend,10 - 50,960000,Nei,Nei
36-40,0,15,"in-house, privat sektor",Oslo,embedded/IOT/maskinvare,10 - 50,960000,Ja,Nei
26-30,6,4,konsulent,Oslo,devops,100 - 500,960000,Ja,Ja
41-45,5,17,"in-house, privat sektor",Innlandet,backend,100 - 500,960000,Nei,Ja
31-35,0,16,"in-house, privat sektor",Viken,ledelse/administrativt,50 - 100,960000,Nei,Ja
41-45,0,23,"in-house, privat sektor",Oslo,ingen av disse,50 - 100,960000,Nei,Ja
46-50,3,27,"in-house, privat sektor",Innlandet,backend,50 - 100,960000,Nei,Ja
26-30,3,8,"in-house, privat sektor",Oslo,ledelse/administrativt,500 - 1.000,960000,Nei,Ja
36-40,,16,"in-house, privat sektor",Oslo,arkitektur,500 - 1.000,960000,Nei,Ja
26-30,4,7,konsulent,Oslo,backend,50 - 100,961000,Ja,Ja
51-55,3,24,konsulent,Viken,fullstack,100 - 500,962000,Ja,Ja
21-25,5,5,konsulent,Oslo,fullstack,100 - 500,965000,Nei,Ja
31-35,5,5,konsulent,Oslo,backend,1.000 - 10.000,970000,Nei,Nei
31-35,4,9,"in-house, privat sektor",Oslo,fullstack,1.000 - 10.000,970000,Ja,Nei
31-35,7,8,konsulent,Oslo,ledelse/administrativt,1.000 - 10.000,970000,Ja,Ja
41-45,3,23,"in-house, privat sektor",Oslo,fullstack,1.000 - 10.000,970000,Nei,Ja
41-45,5,17,"in-house, offentlig/kommunal sektor",Oslo,ledelse/administrativt,100 - 500,970000,Nei,Nei
31-35,3,9,konsulent,Oslo,app,50 - 100,970000,Nei,Ja
36-40,3,15,"in-house, privat sektor",Vestland,devops,50 - 100,970000,Nei,Ja
26-30,3,3,"in-house, privat sektor",Oslo,frontend,500 - 1.000,970000,Nei,Ja
56-60,3,33,"in-house, privat sektor",Trøndelag,fullstack,over 10.000,970000,Ja,Ja
46-50,6,15,konsulent,Oslo,backend,1.000 - 10.000,975000,Nei,Nei
31-35,5,6,konsulent,Oslo,ledelse/administrativt,10 - 50,975000,Ja,Ja
36-40,4,12,"in-house, privat sektor",Vestland,fullstack,10 - 50,975000,Nei,Nei
31-35,,8,"in-house, privat sektor",Oslo,ledelse/administrativt,100 - 500,975000,Nei,Nei
31-35,5,3,"in-house, privat sektor",Oslo,sikkerhet,100 - 500,975000,Ja,Ja
26-30,5,6,konsulent,Oslo,fullstack,500 - 1.000,975000,Nei,Ja
41-45,5,16,"in-house, privat sektor",Vestland,backend,500 - 1.000,975000,Nei,Ja
26-30,0,9,"in-house, privat sektor",Innlandet,fullstack,under 10,975000,Nei,Nei
36-40,3,13,konsulent,Oslo,app,1.000 - 10.000,980000,Ja,Nei
36-40,3,10,"in-house, privat sektor",Oslo,arkitektur,1.000 - 10.000,980000,Nei,Nei
51-55,0,36,konsulent,Agder,ingen av disse,1.000 - 10.000,980000,Nei,Ja
36-40,3,16,konsulent,Trøndelag,fullstack,10 - 50,980000,Ja,Ja
41-45,5,17,"in-house, privat sektor",Agder,ledelse/administrativt,10 - 50,980000,Ja,Ja
31-35,5,6,konsulent,Oslo,backend,100 - 500,980000,Nei,Nei
31-35,4,10,"in-house, privat sektor",Oslo,frontend,100 - 500,980000,Nei,Nei
41-45,5,18,"in-house, privat sektor",Trøndelag,backend,100 - 500,980000,Ja,Ja
46-50,3,23,"in-house, privat sektor",Trøndelag,fullstack,100 - 500,980000,Ja,Ja
31-35,3,12,"in-house, privat sektor",Oslo,app,50 - 100,980000,Nei,Ja
31-35,4,7,konsulent,Oslo,fullstack,50 - 100,980000,Nei,Ja
36-40,3,4,konsulent,Vestland,backend,50 - 100,980000,Nei,Ja
41-45,,22,"in-house, privat sektor",Troms og Finnmark,programvare,50 - 100,980000,Ja,Nei
51-55,3,30,"in-house, privat sektor",Oslo,app,50 - 100,980000,Nei,Ja
46-50,5,25,"in-house, privat sektor",Vestland,backend,50 - 100,985000,Nei,Nei
36-40,5,5,konsulent,Oslo,backend,500 - 1.000,985000,Nei,Ja
51-55,5,25,"in-house, offentlig/kommunal sektor",Vestfold og Telemark,frontend,over 10.000,986000,Nei,Ja
41-45,5,20,"in-house, privat sektor",Oslo,fullstack,under 10,986000,Ja,Nei
41-45,,15,"in-house, privat sektor",Oslo,data science,500 - 1.000,986500,Nei,Ja
46-50,5,17,konsulent,Rogaland,ledelse/administrativt,1.000 - 10.000,990000,Nei,Ja
36-40,3,15,"in-house, privat sektor",Vestland,backend,100 - 500,990000,Ja,Ja
36-40,4,10,"in-house, privat sektor",Troms og Finnmark,ledelse/administrativt,under 10,990000,Nei,Ja
36-40,5,11,konsulent,Oslo,backend,1.000 - 10.000,991613,Nei,Ja
31-35,0,15,"in-house, privat sektor",Oslo,fullstack,100 - 500,992748,Nei,Ja
31-35,5,7,konsulent,Agder,fullstack,100 - 500,997500,Nei,Ja
31-35,0,10,"in-house, privat sektor",Oslo,fullstack,100 - 500,998000,Nei,Nei
26-30,3,5,konsulent,Møre og Romsdal,backend,1.000 - 10.000,1000000,Nei,Ja
26-30,4,12,konsulent,utlandet,devops,1.000 - 10.000,1000000,Nei,Ja
26-30,5,7,"in-house, privat sektor",Viken,fullstack,1.000 - 10.000,1000000,Ja,Nei
31-35,5,8,"in-house, privat sektor",Oslo,fullstack,1.000 - 10.000,1000000,Ja,Ja
31-35,5,8,konsulent,Møre og Romsdal,fullstack,1.000 - 10.000,1000000,Nei,Ja
31-35,0,6,konsulent,Rogaland,ledelse/administrativt,1.000 - 10.000,1000000,Ja,Ja
36-40,3,11,"in-house, privat sektor",Oslo,automatisering,1.000 - 10.000,1000000,Ja,Ja
36-40,0,15,"in-house, privat sektor",Oslo,devops,1.000 - 10.000,1000000,Ja,Ja
36-40,0,20,konsulent,Rogaland,fullstack,1.000 - 10.000,1000000,Ja,Ja
36-40,3,15,konsulent,Trøndelag,fullstack,1.000 - 10.000,1000000,Ja,Ja
36-40,5,12,konsulent,Oslo,ledelse/administrativt,1.000 - 10.000,1000000,Ja,Ja
41-45,3,20,"in-house, privat sektor",Vestland,automatisering,1.000 - 10.000,1000000,Ja,Nei
46-50,,26,"in-house, privat sektor",Oslo,automatisering,1.000 - 10.000,1000000,Ja,Nei
46-50,2,3,"in-house, privat sektor",Møre og Romsdal,automatisering,1.000 - 10.000,1000000,Ja,Nei
46-50,3,27,"in-house, privat sektor",Trøndelag,backend,1.000 - 10.000,1000000,Nei,Nei
46-50,2,25,konsulent,Oslo,fullstack,1.000 - 10.000,1000000,Ja,Ja
46-50,3,25,"in-house, privat sektor",Oslo,ledelse/administrativt,1.000 - 10.000,1000000,Nei,Ja
51-55,4,25,"in-house, privat sektor",Oslo,arkitektur,1.000 - 10.000,1000000,Nei,Ja
51-55,7,28,konsulent,Agder,backend,1.000 - 10.000,1000000,Nei,Ja
51-55,3,25,konsulent,Vestfold og Telemark,fullstack,1.000 - 10.000,1000000,Ja,Ja
21-25,3,2,"in-house, privat sektor",Viken,ledelse/administrativt,10 - 50,1000000,Nei,Ja
26-30,3,5,konsulent,Oslo,fullstack,10 - 50,1000000,Ja,Ja
26-30,5,8,"in-house, privat sektor",Innlandet,ledelse/administrativt,10 - 50,1000000,Nei,Ja
31-35,5,6,konsulent,Viken,app,10 - 50,1000000,Ja,Ja
31-35,3,6,konsulent,Vestland,frontend,10 - 50,1000000,Nei,Ja
31-35,5,9,konsulent,Oslo,fullstack,10 - 50,1000000,Ja,Ja
36-40,5,9,konsulent,Oslo,devops,10 - 50,1000000,Nei,Ja
